PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text,Predicted_Cancer_Type
DISRUPTS,"Alpha-MMC protein, Momordica charantia",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","Alpha-MMC protein, Momordica charantia Malignant neoplasm of breast",Female Breast Cancer
CAUSES,Ovarian Serous Adenocarcinoma,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Neoplastic Process,Ovarian Serous Adenocarcinoma Breast Carcinoma,Female Breast Cancer
CAUSES,EGFR gene|EGFR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,EGFR gene|EGFR Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Neoplasm,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Neoplasm Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Aryl Hydrocarbon Receptor|AHR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Aryl Hydrocarbon Receptor|AHR Malignant neoplasm of breast,Female Breast Cancer
CAUSES,HRH4 gene|HRH4,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,HRH4 gene|HRH4 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,6-sulfatoxymelatonin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,6-sulfatoxymelatonin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Medroxyprogesterone 17-Acetate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Medroxyprogesterone 17-Acetate Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Methylnitrosourea,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Methylnitrosourea Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Carrier of disorder,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Carrier of disorder Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"Fatty Acids, Omega-6",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,"Fatty Acids, Omega-6 Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,Not significant,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Not significant Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Citrate,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Other,Citrate Breast Carcinoma,Female Breast Cancer
DISRUPTS,RASAL2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,RASAL2 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Genistein,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Genistein Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,"Estrogens, Synthetic",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,"Estrogens, Synthetic Malignant neoplasm of breast",Female Breast Cancer
CAUSES,"9,10-Dimethyl-1,2-benzanthracene",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,"9,10-Dimethyl-1,2-benzanthracene Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,CDKN1A gene|CDKN1A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CDKN1A gene|CDKN1A Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Bilateral salpingectomy with oophorectomy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Bilateral salpingectomy with oophorectomy Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Arginine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Arginine Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Drug resistance,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance,Drug resistance Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Wine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Wine Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Menopause,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Menopause Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Alcohol consumption,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Alcohol consumption Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Endocrine therapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Hormone,Endocrine therapy Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Meat,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Meat Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Smoking,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Smoking Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,sulfuretin,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,sulfuretin Breast cancer metastatic,Female Breast Cancer
AFFECTS,Proto-Oncogenes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Proto-Oncogenes Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Disease,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Disease Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Gene Expression,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Gene Expression Malignant neoplasm of breast,Female Breast Cancer
CAUSES,FGF10 gene|FGF10,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,FGF10 gene|FGF10 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Methyltransferase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Methyltransferase Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,HSF1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,HSF1 Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Iodine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Iodine Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Genes,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,Genes Breast cancer metastatic,Female Breast Cancer
AFFECTS,Protein Expression,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Protein Expression Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Polyunsaturated Fatty Acids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Polyunsaturated Fatty Acids Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Clusterin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Clusterin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Cytokine Gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Cytokine Gene Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,PRKACA gene|PRKACA,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,PRKACA gene|PRKACA Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Dietary Fats,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Dietary Fats Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Eosinophilia,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Eosinophilia Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Insulin Resistance,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Insulin Resistance Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Proto-Oncogenes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Proto-Oncogenes Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Genes,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Genes Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,MAD2L2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,MAD2L2 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,"Drugs, Investigational",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Pharmacologic Substance,"Drugs, Investigational Malignant neoplasm of breast",Female Breast Cancer
AUGMENTS,Urokinase,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,Urokinase Breast cancer metastatic,Female Breast Cancer
CAUSES,Neoplasm Metastasis,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,Neoplastic Process,Neoplasm Metastasis Breast Carcinoma,Female Breast Cancer
AUGMENTS,erbB-2 Receptor|ERBB2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,erbB-2 Receptor|ERBB2 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,gamma-tocotrienol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,gamma-tocotrienol Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,TERT gene|TERT,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,TERT gene|TERT Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,EGFR gene|EGFR,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,EGFR gene|EGFR Breast cancer metastatic,Female Breast Cancer
AFFECTS,Oxidative Stress,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Oxidative Stress Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Solvents,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Chemical,Solvents Breast cancer invasive NOS,Female Breast Cancer
PREDISPOSES,palm oil,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,palm oil Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CHEK2 gene|CHEK2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CHEK2 gene|CHEK2 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Tongue feature,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Tongue feature Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Blueberries,Inflammatory Breast Carcinoma,0.0009990009990009,Female Breast Cancer,Other,Blueberries Inflammatory Breast Carcinoma,Female Breast Cancer
AFFECTS,ITK gene|ITK,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,ITK gene|ITK Breast cancer metastatic,Female Breast Cancer
AFFECTS,inhibitors,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,inhibitors Breast cancer metastatic,Female Breast Cancer
AFFECTS,Insulin-Like Growth Factor I,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Insulin-Like Growth Factor I Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,protein tyrosine phosphatase 1B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",protein tyrosine phosphatase 1B Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Triclosan,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Triclosan Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Threonine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Threonine Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Estrogen Receptor alpha,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen Receptor alpha Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Medical History,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Medical History Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Progestins,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Progestins Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,CLOCK gene|CLOCK,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CLOCK gene|CLOCK Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Insulin-Like Growth Factor Binding Protein 3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Insulin-Like Growth Factor Binding Protein 3 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CA-15-3 Antigen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Immunologic Factor,CA-15-3 Antigen Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Estrogen Receptors,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Estrogen Receptors Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,MicroRNAs,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",MicroRNAs Breast cancer metastatic,Female Breast Cancer
AFFECTS,Genomic Stability,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Genomic Stability Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Methylation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Methylation Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,MicroRNAs,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",MicroRNAs Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,ERBB2 gene|ERBB2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ERBB2 gene|ERBB2 Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Doxorubicin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Doxorubicin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,bevacizumab,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,bevacizumab Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Prior Therapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Prior Therapy Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Medical Imaging,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Medical Imaging Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,ATM Gene Mutation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ATM Gene Mutation Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,inner centromere protein|INCENP,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",inner centromere protein|INCENP Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,MIRN132 gene|MIR132,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Gene or Genome,MIRN132 gene|MIR132 Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
AFFECTS,Tumorigenesis,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,Tumorigenesis Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Xenograft procedure,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Xenograft procedure Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Ginkgo biloba extract,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Ginkgo biloba extract Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CCNB1 gene|CCNB1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CCNB1 gene|CCNB1 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,chemokine receptor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,chemokine receptor Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Therapeutic procedure,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,Therapeutic procedure Breast cancer metastatic,Female Breast Cancer
AFFECTS,Germ-Line Mutation,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Germ-Line Mutation Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Vimentin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Vimentin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,MTR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,MTR Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Carotenoids,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Carotenoids Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Adverse reactions,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Adverse reactions Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Oxidoreductase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Oxidoreductase Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Baclofen,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,Baclofen Breast cancer metastatic,Female Breast Cancer
PREDISPOSES,Diphosphonates,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Diphosphonates Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Epidermal Growth Factor Receptor|EGFR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Biologically Active Substance,Epidermal Growth Factor Receptor|EGFR Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Folate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Folate Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,ORALIT,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,ORALIT Malignant neoplasm of breast,Female Breast Cancer
